,month,new_ent,type,count,proportion_perc,perc_change
92,2024-06,ANDROID,LANG_FRAM,28,0.14557554330872413,0.0
93,2024-07,INDEPENDENT WORKING,S_SKILL,28,0.5750667488190594,-0.11513329225713687
94,2024-07,COLLECTIVE PURPOSE,S_SKILL,27,0.5545286506469501,0.0
95,2024-07,TIME MANAGEMENT,S_SKILL,26,0.5339905524748408,0.3879424711217687
96,2024-06,GENAI,LANG_FRAM,26,0.13517729021524386,0.0
97,2024-06,WORD,LANG_FRAM,26,0.13517729021524386,0.0
98,2024-06,POWER PLATFORM,LANG_FRAM,26,0.13517729021524386,0.0
99,2024-07,DEGREE,REQUIREMENT,25,0.5134524543027316,-0.20994043951530084
100,2024-07,"APIS (SOAP, REST, ETC.)",LANG_FRAM,24,0.49291435613062234,-0.39226187655023137
101,2024-06,MAINTENANCE,H_SKILL,24,0.12477903712176354,0.0
102,2024-06,MYSQL,LANG_FRAM,23,0.11957991057502339,0.0
103,2024-06,EMPOWERED TO TAKE YOUR CAREER,S_SKILL,23,0.11957991057502339,0.0
104,2024-06,BREAKING TECHNOLOGY,H_SKILL,23,0.11957991057502339,0.0
105,2024-06,CODE REVIEWS,H_SKILL,23,0.11957991057502339,0.0
106,2024-06,GCP,LANG_FRAM,22,0.11438078402828324,0.0
107,2024-07,INTERPERSONAL SKILLS,S_SKILL,22,0.4518381597864038,0.4017185750534984
108,2024-06,IOS,LANG_FRAM,22,0.11438078402828324,0.0
109,2024-06,POSTGRESQL,LANG_FRAM,22,0.11438078402828324,0.0
110,2024-06,RUST,LANG_FRAM,22,0.11438078402828324,0.0
111,2024-06,SHAREPOINT,LANG_FRAM,21,0.1091816574815431,0.0
112,2024-06,MS OFFICE,LANG_FRAM,21,0.1091816574815431,0.0
113,2024-06,MICROSOFT AZURE,LANG_FRAM,21,0.1091816574815431,0.0
114,2024-06,UNIX,LANG_FRAM,21,0.1091816574815431,0.0
115,2024-06,ANGULAR,LANG_FRAM,21,0.1091816574815431,0.0
116,2024-06,EVALUATE,S_SKILL,20,0.10398253093480295,0.0
117,2024-06,LLMS,LANG_FRAM,20,0.10398253093480295,0.0
118,2024-06,PRIORITISE,S_SKILL,20,0.10398253093480295,0.0
119,2024-07,JAVA,LANG_FRAM,20,0.41076196344218524,-0.3628551931575008
120,2024-07,DEVOPS,H_SKILL,20,0.41076196344218524,0.36217165600810186
121,2024-07,NLP,H_SKILL,20,0.41076196344218524,0.03955205326934097
122,2024-07,TABLEAU,LANG_FRAM,20,0.41076196344218524,1.32370458966088
123,2024-07,C#,LANG_FRAM,19,0.39022386527007596,-0.11699225592886575
124,2024-07,DEPLOYMENT,H_SKILL,19,0.39022386527007596,-0.2783109784034
125,2024-07,"VERSION CONTROL (GIT, GITHUB, GITLAB, ETC.)",LANG_FRAM,18,0.36968576709796674,-0.2889463955637709
126,2024-06,MENTOR,S_SKILL,18,0.09358427784132266,0.0
127,2024-06,DEDICATED,S_SKILL,18,0.09358427784132266,0.0
128,2024-07,2:1,REQUIREMENT,18,0.36968576709796674,-0.33546392108763623
129,2024-06,LARGE LANGUAGE MODELS,LANG_FRAM,18,0.09358427784132266,0.0
130,2024-06,ORGANISATIONAL,S_SKILL,18,0.09358427784132266,0.0
131,2024-07,IMPLEMENTATION,H_SKILL,17,0.34914766892585747,0.45989266611303115
132,2024-06,DYNAMIC,S_SKILL,17,0.0883851512945825,0.0
133,2024-07,DRIVEN AND MOTIVATED,S_SKILL,17,0.34914766892585747,-0.33509838969109473
134,2024-06,NOSQL,LANG_FRAM,17,0.0883851512945825,0.0
135,2024-06,KEEN EYE FOR DETAIL,S_SKILL,17,0.0883851512945825,0.0
136,2024-06,SWIFT,LANG_FRAM,17,0.0883851512945825,0.0
137,2024-06,CREATIVE,S_SKILL,17,0.0883851512945825,0.0
138,2024-06,REST,LANG_FRAM,17,0.0883851512945825,0.0
139,2024-06,BLOCKCHAIN,LANG_FRAM,17,0.0883851512945825,0.0
140,2024-06,STATISTICAL ANALYSIS,H_SKILL,16,0.08318602474784237,0.0
141,2024-07,FLEXIBLE,S_SKILL,16,0.3286095707537482,0.26409529677551835
142,2024-06,SELF,S_SKILL,15,0.07798689820110222,0.0
143,2024-06,DATA MODELLING,H_SKILL,15,0.07798689820110222,0.0
144,2024-07,CI/CD,H_SKILL,15,0.3080714725816389,0.05811548279200762
145,2024-07,EXCEL,LANG_FRAM,15,0.3080714725816389,-0.07414895255699339
146,2024-07,LLM,LANG_FRAM,15,0.3080714725816389,0.9114344205274976
147,2024-06,OS,LANG_FRAM,15,0.07798689820110222,0.0
148,2024-06,INNOVATIVE,S_SKILL,15,0.07798689820110222,0.0
149,2024-06,RELATIONAL DATABASES,H_SKILL,15,0.07798689820110222,0.0
150,2024-06,TRANSPARENCY,S_SKILL,15,0.07798689820110222,0.0
151,2024-06,GRAPHQL,LANG_FRAM,15,0.07798689820110222,0.0
152,2024-06,PRESENTATION SKILLS,S_SKILL,15,0.07798689820110222,0.0
153,2024-06,MONITORING,H_SKILL,14,0.07278777165436207,0.0
154,2024-06,MANAGEMENT,S_SKILL,14,0.07278777165436207,0.0
155,2024-06,KAFKA,LANG_FRAM,14,0.07278777165436207,0.0
156,2024-06,COMPILER,LANG_FRAM,14,0.07278777165436207,0.0
157,2024-06,GO,LANG_FRAM,14,0.07278777165436207,0.0
158,2024-06,COACHING,S_SKILL,14,0.07278777165436207,0.0
159,2024-07,R,LANG_FRAM,14,0.2875333744095297,0.024151282109795336
160,2024-06,GCSE,REQUIREMENT,14,0.07278777165436207,0.0
161,2024-06,MACOS,LANG_FRAM,14,0.07278777165436207,0.0
162,2024-06,ITIL,REQUIREMENT,14,0.07278777165436207,0.0
163,2024-06,WILLINGNESS TO TRAVEL,S_SKILL,14,0.07278777165436207,0.0
164,2024-07,JAVASCRIPT,LANG_FRAM,14,0.2875333744095297,-0.48313860529038366
165,2024-07,PROACTIVE,S_SKILL,14,0.2875333744095297,-0.27231356271146123
166,2024-06,SPARK,LANG_FRAM,14,0.07278777165436207,0.0
167,2024-06,COMPUTING,H_SKILL,14,0.07278777165436207,0.0
168,2024-06,OPENSTACK,LANG_FRAM,13,0.06758864510762193,0.0
169,2024-06,MICROSOFT TEAMS,LANG_FRAM,13,0.06758864510762193,0.0
170,2024-06,TERRAFORM,LANG_FRAM,13,0.06758864510762193,0.0
171,2024-06,REPORT,S_SKILL,13,0.06758864510762193,0.0
172,2024-06,PLAN,S_SKILL,13,0.06758864510762193,0.0
173,2024-06,SQL SERVER,LANG_FRAM,13,0.06758864510762193,0.0
174,2024-06,ANALYZE,H_SKILL,13,0.06758864510762193,0.0
175,2024-06,ADVANCED ANALYTICS,H_SKILL,13,0.06758864510762193,0.0
176,2024-06,XML,LANG_FRAM,13,0.06758864510762193,0.0
177,2024-06,NODE.JS,LANG_FRAM,13,0.06758864510762193,0.0
178,2024-06,DRIVING LICENSE,REQUIREMENT,13,0.06758864510762193,0.0
179,2024-06,JENKINS,LANG_FRAM,12,0.06238951856088177,0.0
180,2024-07,.NET,LANG_FRAM,12,0.24645717806531117,0.05341274731293244
181,2024-06,OUTLOOK,LANG_FRAM,12,0.06238951856088177,0.0
182,2024-07,DATA VISUALISATION,H_SKILL,12,0.24645717806531117,0.48136167590881085
183,2024-07,EVALUATE,S_SKILL,12,0.24645717806531117,1.3701786814540977
184,2024-06,INQUISITIVE,S_SKILL,12,0.06238951856088177,0.0
185,2024-06,SHELL,LANG_FRAM,12,0.06238951856088177,0.0
186,2024-06,SELENIUM,LANG_FRAM,12,0.06238951856088177,0.0
187,2024-07,CSS,LANG_FRAM,12,0.24645717806531117,-0.30288862310173603
188,2024-06,SOFTWARE ENGINEERING,H_SKILL,12,0.06238951856088177,0.0
189,2024-06,BUILDING RELATIONSHIPS,S_SKILL,12,0.06238951856088177,0.0
190,2024-06,DATA MANAGEMENT,H_SKILL,12,0.06238951856088177,0.0
191,2024-06,STRATEGY,S_SKILL,11,0.05719039201414162,0.0
192,2024-06,MICROSOFT OFFICE,REQUIREMENT,11,0.05719039201414162,0.0
193,2024-06,ADAPTABLE,S_SKILL,11,0.05719039201414162,0.0
194,2024-06,ASP.NET,LANG_FRAM,11,0.05719039201414162,0.0
195,2024-06,NEXGEN,H_SKILL,11,0.05719039201414162,0.0
196,2024-06,MAC,LANG_FRAM,11,0.05719039201414162,0.0
197,2024-06,ANALYTICS,H_SKILL,11,0.05719039201414162,0.0
198,2024-06,DIRECTED,S_SKILL,11,0.05719039201414162,0.0
199,2024-07,PRIORITISE,S_SKILL,11,0.2259190798932019,1.1726637913329228
200,2024-06,BASH,LANG_FRAM,11,0.05719039201414162,0.0
201,2024-06,MANAGEMENT,H_SKILL,11,0.05719039201414162,0.0
202,2024-07,NETWORKING,H_SKILL,11,0.2259190798932019,-0.34161703292941736
203,2024-06,WINDOWS SERVER,LANG_FRAM,11,0.05719039201414162,0.0
204,2024-06,ORGANIZATIONAL SKILLS,S_SKILL,10,0.051991265467401473,0.0
205,2024-06,UBUNTU,LANG_FRAM,10,0.051991265467401473,0.0
206,2024-06,DEEP LEARNING,H_SKILL,10,0.051991265467401473,0.0
207,2024-06,DISCIPLINED,S_SKILL,10,0.051991265467401473,0.0
208,2024-07,LARAVEL,LANG_FRAM,10,0.20538098172109262,0.0
209,2024-07,PHD,REQUIREMENT,10,0.20538098172109262,-0.473293626343534
210,2024-07,TROUBLESHOOTING,H_SKILL,10,0.20538098172109262,-0.4661759726454736
211,2024-07,SHAREPOINT,LANG_FRAM,10,0.20538098172109262,0.881094191630236
212,2024-06,KEEN ATTENTION TO DETAIL,S_SKILL,10,0.051991265467401473,0.0
213,2024-06,CURIOSITY,S_SKILL,10,0.051991265467401473,0.0
214,2024-06,UI DESIGN,H_SKILL,10,0.051991265467401473,0.0
215,2024-06,TECHNICAL SKILLS,H_SKILL,10,0.051991265467401473,0.0
216,2024-06,CUSTOMER SERVICE,S_SKILL,10,0.051991265467401473,0.0
217,2024-06,MONGODB,LANG_FRAM,10,0.051991265467401473,0.0
218,2024-06,SCIKIT,LANG_FRAM,10,0.051991265467401473,0.0
219,2024-06,TCP/IP,LANG_FRAM,10,0.051991265467401473,0.0
220,2024-06,GOLANG,LANG_FRAM,10,0.051991265467401473,0.0
221,2024-06,CROWDSTRIKE,LANG_FRAM,10,0.051991265467401473,0.0
222,2024-06,ORGANISATIONAL SKILLS,S_SKILL,9,0.04679213892066133,0.0
223,2024-06,ABILITY TO WORK EFFECTIVELY,S_SKILL,9,0.04679213892066133,0.0
224,2024-06,HANDLING,S_SKILL,9,0.04679213892066133,0.0
225,2024-06,LISTENING,S_SKILL,9,0.04679213892066133,0.0
226,2024-07,TECHNICAL SUPPORT,H_SKILL,9,0.18484288354898337,-0.2744350975140518
227,2024-07,TENSORFLOW,LANG_FRAM,9,0.18484288354898337,0.04566706534739606
228,2024-06,GRAFANA,LANG_FRAM,9,0.04679213892066133,0.0
229,2024-06,SCRUM,H_SKILL,9,0.04679213892066133,0.0
230,2024-06,DATA STORAGE,H_SKILL,9,0.04679213892066133,0.0
231,2024-06,OCAML,LANG_FRAM,9,0.04679213892066133,0.0
232,2024-06,PROGRAMMING SKILLS,S_SKILL,9,0.04679213892066133,0.0
233,2024-06,WORDPRESS,LANG_FRAM,9,0.04679213892066133,0.0
234,2024-07,SQL SERVER,LANG_FRAM,9,0.18484288354898337,1.7348215555239581
235,2024-06,AAPS,LANG_FRAM,9,0.04679213892066133,0.0
236,2024-06,MICROSOFT POWER PLATFORM,LANG_FRAM,9,0.04679213892066133,0.0
237,2024-06,MANAGE MULTIPLE PROJECTS,S_SKILL,9,0.04679213892066133,0.0
238,2024-07,CURIOUS,S_SKILL,9,0.18484288354898337,0.07735394611549884
239,2024-07,ORGANISED,S_SKILL,9,0.18484288354898337,0.22595449040729187
240,2024-07,C,LANG_FRAM,9,0.18484288354898337,-0.5865967416068434
241,2024-07,PORTFOLIO,REQUIREMENT,9,0.18484288354898337,-0.0124255493941261
242,2024-06,SOFTWARE DESIGN,H_SKILL,9,0.04679213892066133,0.0
243,2024-06,DATA MINING,H_SKILL,9,0.04679213892066133,0.0
244,2024-06,EYE FOR DETAIL,S_SKILL,9,0.04679213892066133,0.0
245,2024-07,LLMS,LANG_FRAM,9,0.18484288354898337,0.7776340110905733
246,2024-06,PROJECT MANAGEMENT SKILLS,S_SKILL,8,0.041593012373921184,0.0
247,2024-06,S3,LANG_FRAM,8,0.041593012373921184,0.0
248,2024-06,PRODUCE,S_SKILL,8,0.041593012373921184,0.0
249,2024-06,VMWARE,LANG_FRAM,8,0.041593012373921184,0.0
250,2024-06,KNOWLEDGE OF,H_SKILL,8,0.041593012373921184,0.0
251,2024-06,MS,LANG_FRAM,8,0.041593012373921184,0.0
252,2024-06,TROUBLESHOOT,H_SKILL,8,0.041593012373921184,0.0
253,2024-06,APPLICATION DEVELOPMENT,H_SKILL,8,0.041593012373921184,0.0
254,2024-07,MYSQL,LANG_FRAM,8,0.1643047853768741,0.37401662692991167
255,2024-06,SCALABILITY,H_SKILL,8,0.041593012373921184,0.0
256,2024-07,GENAI,LANG_FRAM,8,0.1643047853768741,0.21547624689953682
257,2024-07,PYTORCH,LANG_FRAM,8,0.1643047853768741,-0.12215604390588986
258,2024-06,JQUERY,LANG_FRAM,8,0.041593012373921184,0.0
259,2024-07,CURIOSITY,S_SKILL,8,0.1643047853768741,2.1602382419387967
260,2024-06,ITIL,LANG_FRAM,8,0.041593012373921184,0.0
261,2024-06,POWER AUTOMATE,LANG_FRAM,8,0.041593012373921184,0.0
262,2024-07,LINUX,LANG_FRAM,8,0.1643047853768741,-0.7178358712554647
263,2024-06,DATA ENGINEERING,H_SKILL,8,0.041593012373921184,0.0
264,2024-06,NETWORK,H_SKILL,8,0.041593012373921184,0.0
265,2024-06,AMBITION,S_SKILL,8,0.041593012373921184,0.0
266,2024-06,CUSTOMER SERVICE SKILLS,S_SKILL,8,0.041593012373921184,0.0
267,2024-06,PERL,LANG_FRAM,8,0.041593012373921184,0.0
268,2024-06,PERKBOX,LANG_FRAM,8,0.041593012373921184,0.0
269,2024-07,GCP,LANG_FRAM,8,0.1643047853768741,0.4364719281539986
270,2024-07,PHP,LANG_FRAM,8,0.1643047853768741,0.019431690947998792
271,2024-07,HTML,LANG_FRAM,8,0.1643047853768741,-0.5211760239486671
272,2024-07,DATA GOVERNANCE,H_SKILL,8,0.1643047853768741,0.0
273,2024-06,ORGANIZATIONAL,S_SKILL,8,0.041593012373921184,0.0
274,2024-07,WORD,LANG_FRAM,8,0.1643047853768741,0.21547624689953682
275,2024-06,WORK UNDER PRESSURE,S_SKILL,8,0.041593012373921184,0.0
276,2024-06,IDENTIFY,H_SKILL,7,0.03639388582718103,0.0
277,2024-06,SALTUS,LANG_FRAM,7,0.03639388582718103,0.0
278,2024-06,POWERSHELL,LANG_FRAM,7,0.03639388582718103,0.0
279,2024-06,TECHNICAL EXPERTISE,H_SKILL,7,0.03639388582718103,0.0
280,2024-07,KUBERNETES,LANG_FRAM,7,0.14376668720476485,-0.4972348251461005
281,2024-06,PROVIDE ACTIONABLE INSIGHTS,H_SKILL,7,0.03639388582718103,0.0
282,2024-06,HADOOP,LANG_FRAM,7,0.03639388582718103,0.0
283,2024-07,DOCKER,LANG_FRAM,7,0.14376668720476485,-0.34161703292941736
284,2024-06,POWER,LANG_FRAM,7,0.03639388582718103,0.0
285,2024-07,WINDOWS,LANG_FRAM,7,0.14376668720476485,-0.4116577741071389
286,2024-06,CONFIDENCE,S_SKILL,7,0.03639388582718103,0.0
287,2024-06,MICROSOFT SQL,LANG_FRAM,7,0.03639388582718103,0.0
288,2024-06,CUDA,LANG_FRAM,7,0.03639388582718103,0.0
289,2024-06,MICROSOFT 365,LANG_FRAM,7,0.03639388582718103,0.0
290,2024-07,PROJECT MANAGEMENT SKILLS,S_SKILL,7,0.14376668720476485,2.4565105771205586
291,2024-07,CODE REVIEWS,H_SKILL,7,0.14376668720476485,0.2022645485636727
292,2024-07,MAINTENANCE,H_SKILL,7,0.14376668720476485,0.1521701923735197
293,2024-06,MANAGE,S_SKILL,7,0.03639388582718103,0.0
294,2024-06,VUE.JS,LANG_FRAM,7,0.03639388582718103,0.0
295,2024-06,PYSPARK,LANG_FRAM,7,0.03639388582718103,0.0
296,2024-07,SPARK,LANG_FRAM,7,0.14376668720476485,0.975148901211748
297,2024-06,ORGANIZED,S_SKILL,7,0.03639388582718103,0.0
298,2024-07,MICROSOFT OFFICE,LANG_FRAM,7,0.14376668720476485,-0.01242554939412599
299,2024-06,THINKING,S_SKILL,7,0.03639388582718103,0.0
300,2024-06,ETL PROCESSES,H_SKILL,7,0.03639388582718103,0.0
301,2024-07,JIRA,LANG_FRAM,7,0.14376668720476485,-0.07826384610118431
302,2024-06,HPC,LANG_FRAM,7,0.03639388582718103,0.0
303,2024-06,PRESENTING,S_SKILL,7,0.03639388582718103,0.0
304,2024-06,MATHS AND ENGLISH,H_SKILL,7,0.03639388582718103,0.0
305,2024-06,REPORTS,S_SKILL,7,0.03639388582718103,0.0
306,2024-06,OPTIMIZATION,H_SKILL,7,0.03639388582718103,0.0
307,2024-07,SAP,LANG_FRAM,7,0.14376668720476485,-0.39886772571816365
308,2024-06,MVC,LANG_FRAM,7,0.03639388582718103,0.0
309,2024-07,DATA ANALYTICS,H_SKILL,7,0.14376668720476485,-0.07826384610118431
310,2024-06,SYSTEMS INTEGRATION,H_SKILL,7,0.03639388582718103,0.0
311,2024-07,POWERPOINT,LANG_FRAM,6,0.12322858903265559,-0.18269700639513875
312,2024-06,AZURE DEVOPS,LANG_FRAM,6,0.031194759280440885,0.0
313,2024-06,FRONT-,H_SKILL,6,0.031194759280440885,0.0
314,2024-06,SYSTEM DESIGN,H_SKILL,6,0.031194759280440885,0.0
315,2024-06,MICROSOFT CERTIFIED,LANG_FRAM,6,0.031194759280440885,0.0
316,2024-06,MSSQL,LANG_FRAM,6,0.031194759280440885,0.0
317,2024-06,MODELLING,H_SKILL,6,0.031194759280440885,0.0
318,2024-06,EVOLVE AND ADAPT TO REFLECT THIS. A CULTURE,S_SKILL,6,0.031194759280440885,0.0
319,2024-07,PROJECT MANAGEMENT,S_SKILL,6,0.12322858903265559,0.0
320,2024-06,SYSTEMS ANALYSIS,H_SKILL,6,0.031194759280440885,0.0
321,2024-06,ITIL,H_SKILL,6,0.031194759280440885,0.0
322,2024-06,PHASTAR,LANG_FRAM,6,0.031194759280440885,0.0
323,2024-06,JS,LANG_FRAM,6,0.031194759280440885,0.0
324,2024-06,JSON,LANG_FRAM,6,0.031194759280440885,0.0
325,2024-06,MICROSOFT EXCEL,LANG_FRAM,6,0.031194759280440885,0.0
326,2024-06,DESIGN,H_SKILL,6,0.031194759280440885,0.0
327,2024-06,POWER SYSTEMS,LANG_FRAM,6,0.031194759280440885,0.0
328,2024-07,DYNAMIC,S_SKILL,6,0.12322858903265559,0.39422275379652794
329,2024-06,DATABASES,H_SKILL,6,0.031194759280440885,0.0
330,2024-06,PORTALTECH,LANG_FRAM,6,0.031194759280440885,0.0
331,2024-06,POSTGRES,LANG_FRAM,6,0.031194759280440885,0.0
332,2024-06,WORK AUTONOMOUSLY,S_SKILL,6,0.031194759280440885,0.0
333,2024-06,VBA,LANG_FRAM,6,0.031194759280440885,0.0
334,2024-06,MS SQL,LANG_FRAM,6,0.031194759280440885,0.0
335,2024-07,SCRUM,H_SKILL,6,0.12322858903265559,1.6335318682823305
336,2024-06,MS DEGREE,LANG_FRAM,6,0.031194759280440885,0.0
337,2024-06,GOOGLE ANALYTICS,LANG_FRAM,6,0.031194759280440885,0.0
338,2024-06,PRESENT,S_SKILL,6,0.031194759280440885,0.0
339,2024-06,GFO,LANG_FRAM,6,0.031194759280440885,0.0
340,2024-06,DATA INTEGRATION,H_SKILL,6,0.031194759280440885,0.0
341,2024-06,ELASTICSEARCH,LANG_FRAM,6,0.031194759280440885,0.0
342,2024-06,DATA GOVERNANCE,H_SKILL,6,0.031194759280440885,-0.8101408963294167
343,2024-06,DATA,H_SKILL,6,0.031194759280440885,0.0
344,2024-06,RESPECTFUL,S_SKILL,6,0.031194759280440885,0.0
345,2024-06,REDUX,LANG_FRAM,6,0.031194759280440885,0.0
346,2024-06,RESOLVING TECHNICAL ISSUES,H_SKILL,6,0.031194759280440885,0.0
