,timestamp,ent,type,new_ent
3,2024-06-28,Maths and English,H_SKILL,MATHS AND ENGLISH
3,2024-06-28,GCSE,REQUIREMENT,GCSE
3,2024-06-28,Bachelor’s degree,REQUIREMENT,BACHELOR'S
3,2024-06-28,degree,REQUIREMENT,DEGREE
3,2024-06-28,Computing / a,H_SKILL,COMPUTING / A
4,2024-06-28,quality technical and professional training,H_SKILL,QUALITY TECHNICAL AND PROFESSIONAL TRAINING
4,2024-06-28,technical support,H_SKILL,TECHNICAL SUPPORT
4,2024-06-28,coding,H_SKILL,CODING/PROGRAMMING
4,2024-06-28,Sigma,LANG_FRAM,SIGMA
4,2024-06-28,problem and clearly explain the solution,S_SKILL,PROBLEM AND CLEARLY EXPLAIN THE SOLUTION
4,2024-06-28,ability to work in the UK for,S_SKILL,ABILITY TO WORK IN THE UK FOR
4,2024-06-28,write complex code,H_SKILL,WRITE COMPLEX CODE
4,2024-06-28,Python,LANG_FRAM,PYTHON
4,2024-06-28,SQL,LANG_FRAM,SQL
4,2024-06-28,APIs,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
4,2024-06-28,deploy,H_SKILL,DEPLOYMENT
4,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
5,2024-06-28,strong scientific background,H_SKILL,STRONG SCIENTIFIC BACKGROUND
5,2024-06-28,formulate deep insights,S_SKILL,FORMULATE DEEP INSIGHTS
5,2024-06-28,learn and interpret the latest developments,H_SKILL,LEARN AND INTERPRET THE LATEST DEVELOPMENTS
5,2024-06-28,Assess technology innovations and their commercial,H_SKILL,ASSESS TECHNOLOGY INNOVATIONS AND THEIR COMMERCIAL
5,2024-06-28,present your research findings,S_SKILL,PRESENT YOUR RESEARCH FINDINGS
5,2024-06-28,proactive,S_SKILL,PROACTIVE
5,2024-06-28,Master's degree,REQUIREMENT,MASTER'S
5,2024-06-28,PhD,REQUIREMENT,PHD
5,2024-06-28,continuously learn,S_SKILL,WILLING TO LEARN
5,2024-06-28,ability to seek out and present compelling new information,S_SKILL,ABILITY TO SEEK OUT AND PRESENT COMPELLING NEW INFORMATION
5,2024-06-28,attention to detail,S_SKILL,ATTENTION TO DETAIL
5,2024-06-28,problem-solving skills,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
5,2024-06-28,MS Word,LANG_FRAM,MS WORD
5,2024-06-28,Excel,LANG_FRAM,EXCEL
5,2024-06-28,PowerPoint,LANG_FRAM,POWERPOINT
5,2024-06-28,work independently,S_SKILL,INDEPENDENT WORKING
5,2024-06-28,language skills,H_SKILL,LANGUAGE SKILLS
5,2024-06-28,leadership,S_SKILL,LEADERSHIP
5,2024-06-28,presentation skills,S_SKILL,PRESENTATION SKILLS
5,2024-06-28,write assessments,H_SKILL,WRITE ASSESSMENTS
6,2024-06-28,front end and back end development,H_SKILL,FRONT END AND BACK END DEVELOPMENT
6,2024-06-28,coding,H_SKILL,CODING/PROGRAMMING
6,2024-06-28,javascript,LANG_FRAM,JAVASCRIPT
6,2024-06-28,front end,H_SKILL,FRONT END
6,2024-06-28,node.js,LANG_FRAM,NODE.JS
6,2024-06-28,PHP,LANG_FRAM,PHP
6,2024-06-28,SQL,LANG_FRAM,SQL
6,2024-06-28,MariaDB,LANG_FRAM,MARIADB
6,2024-06-28,MongoDB,LANG_FRAM,MONGODB
6,2024-06-28,Rust,LANG_FRAM,RUST
6,2024-06-28,problem solver,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
6,2024-06-28,logical,S_SKILL,LOGICAL
6,2024-06-28,organised,S_SKILL,ORGANISED
6,2024-06-28,think clearly and logically,S_SKILL,THINK CLEARLY AND LOGICALLY
6,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
6,2024-06-28,develop,H_SKILL,DEVELOPMENT
6,2024-06-28,coding,H_SKILL,CODING/PROGRAMMING
6,2024-06-28,degree,REQUIREMENT,DEGREE
7,2024-06-28,gift,S_SKILL,GIFT
7,2024-06-28,logical,S_SKILL,LOGICAL
7,2024-06-28,build data warehouses,H_SKILL,BUILD DATA WAREHOUSES
7,2024-06-28,systems design,H_SKILL,SYSTEMS DESIGN
7,2024-06-28,development,H_SKILL,DEVELOPMENT
7,2024-06-28,winning training,S_SKILL,WINNING TRAINING
7,2024-06-28,API,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
7,2024-06-28,Python,LANG_FRAM,PYTHON
7,2024-06-28,technical focus,H_SKILL,TECHNICAL FOCUS
7,2024-06-28,Python,LANG_FRAM,PYTHON
7,2024-06-28,Node.js,LANG_FRAM,NODE.JS
7,2024-06-28,C#,LANG_FRAM,C#
7,2024-06-28,ASP.NET,LANG_FRAM,ASP.NET
7,2024-06-28,MongoDB,LANG_FRAM,MONGODB
7,2024-06-28,SQL Server,LANG_FRAM,SQL SERVER
7,2024-06-28,problem quickly,S_SKILL,PROBLEM QUICKLY
7,2024-06-28,analytical outlook,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
7,2024-06-28,willingness to learn,S_SKILL,WILLING TO LEARN
8,2024-06-28,Reading electrical hardware schematics,H_SKILL,READING ELECTRICAL HARDWARE SCHEMATICS
8,2024-06-28,Agile,H_SKILL,AGILE
8,2024-06-28,Version control systems,LANG_FRAM,"VERSION CONTROL (GIT, GITHUB, GITLAB, ETC.)"
8,2024-06-28,BEng,REQUIREMENT,BACHELOR'S
8,2024-06-28,BSc qualified,REQUIREMENT,BSC QUALIFIED
8,2024-06-28,2:1,LANG_FRAM,2:1
8,2024-06-28,Degree,REQUIREMENT,DEGREE
8,2024-06-28,motivated,S_SKILL,DRIVEN AND MOTIVATED
8,2024-06-28,proactive,S_SKILL,PROACTIVE
8,2024-06-28,creative,S_SKILL,CREATIVE
8,2024-06-28,innovative,S_SKILL,INNOVATIVE
8,2024-06-28,inquisitive,S_SKILL,INQUISITIVE
8,2024-06-28,attention to detail,S_SKILL,ATTENTION TO DETAIL
8,2024-06-28,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
9,2024-06-28,strong scientific background,H_SKILL,STRONG SCIENTIFIC BACKGROUND
9,2024-06-28,learn and interpret the latest developments,H_SKILL,LEARN AND INTERPRET THE LATEST DEVELOPMENTS
9,2024-06-28,Assess technology innovations and their commercial,H_SKILL,ASSESS TECHNOLOGY INNOVATIONS AND THEIR COMMERCIAL
9,2024-06-28,present your research findings,S_SKILL,PRESENT YOUR RESEARCH FINDINGS
9,2024-06-28,proactive,S_SKILL,PROACTIVE
9,2024-06-28,Master's degree,REQUIREMENT,MASTER'S
9,2024-06-28,PhD,REQUIREMENT,PHD
9,2024-06-28,continuously learn,S_SKILL,WILLING TO LEARN
9,2024-06-28,ability to seek out and present compelling new information,S_SKILL,ABILITY TO SEEK OUT AND PRESENT COMPELLING NEW INFORMATION
9,2024-06-28,attention to detail,S_SKILL,ATTENTION TO DETAIL
9,2024-06-28,problem-solving skills,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
9,2024-06-28,MS Word,LANG_FRAM,MS WORD
9,2024-06-28,Excel,LANG_FRAM,EXCEL
9,2024-06-28,PowerPoint,LANG_FRAM,POWERPOINT
9,2024-06-28,work independently,S_SKILL,INDEPENDENT WORKING
9,2024-06-28,language skills,H_SKILL,LANGUAGE SKILLS
9,2024-06-28,leadership,S_SKILL,LEADERSHIP
9,2024-06-28,presentation skills,S_SKILL,PRESENTATION SKILLS
9,2024-06-28,write assessments,H_SKILL,WRITE ASSESSMENTS
10,2024-06-28,strong scientific background,H_SKILL,STRONG SCIENTIFIC BACKGROUND
10,2024-06-28,semiconductor processing,H_SKILL,SEMICONDUCTOR PROCESSING
10,2024-06-28,learn and interpret the latest developments,H_SKILL,LEARN AND INTERPRET THE LATEST DEVELOPMENTS
10,2024-06-28,Assess technology innovations and their commercial,H_SKILL,ASSESS TECHNOLOGY INNOVATIONS AND THEIR COMMERCIAL
10,2024-06-28,present your research findings,S_SKILL,PRESENT YOUR RESEARCH FINDINGS
10,2024-06-28,proactive,S_SKILL,PROACTIVE
10,2024-06-28,Master's degree,REQUIREMENT,MASTER'S
10,2024-06-28,PhD,REQUIREMENT,PHD
10,2024-06-28,continuously learn,S_SKILL,WILLING TO LEARN
10,2024-06-28,ability to seek out and present compelling new information,S_SKILL,ABILITY TO SEEK OUT AND PRESENT COMPELLING NEW INFORMATION
10,2024-06-28,attention to detail,S_SKILL,ATTENTION TO DETAIL
10,2024-06-28,problem-solving skills,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
10,2024-06-28,MS Word,LANG_FRAM,MS WORD
10,2024-06-28,Excel,LANG_FRAM,EXCEL
10,2024-06-28,PowerPoint,LANG_FRAM,POWERPOINT
10,2024-06-28,work independently,S_SKILL,INDEPENDENT WORKING
10,2024-06-28,language skills,H_SKILL,LANGUAGE SKILLS
10,2024-06-28,leadership,S_SKILL,LEADERSHIP
10,2024-06-28,presentation skills,S_SKILL,PRESENTATION SKILLS
10,2024-06-28,write assessments,H_SKILL,WRITE ASSESSMENTS
11,2024-06-28,strong scientific background,H_SKILL,STRONG SCIENTIFIC BACKGROUND
11,2024-06-28,learn and interpret the latest developments,H_SKILL,LEARN AND INTERPRET THE LATEST DEVELOPMENTS
11,2024-06-28,Assess technology innovations and their commercial,H_SKILL,ASSESS TECHNOLOGY INNOVATIONS AND THEIR COMMERCIAL
11,2024-06-28,present your research findings,S_SKILL,PRESENT YOUR RESEARCH FINDINGS
11,2024-06-28,proactive,S_SKILL,PROACTIVE
11,2024-06-28,Master's degree,REQUIREMENT,MASTER'S
11,2024-06-28,PhD,REQUIREMENT,PHD
11,2024-06-28,continuously learn,S_SKILL,WILLING TO LEARN
11,2024-06-28,ability to seek out and present compelling new information,S_SKILL,ABILITY TO SEEK OUT AND PRESENT COMPELLING NEW INFORMATION
11,2024-06-28,attention to detail,S_SKILL,ATTENTION TO DETAIL
11,2024-06-28,problem-solving skills,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
11,2024-06-28,MS Word,LANG_FRAM,MS WORD
11,2024-06-28,Excel,LANG_FRAM,EXCEL
11,2024-06-28,PowerPoint,LANG_FRAM,POWERPOINT
11,2024-06-28,work independently,S_SKILL,INDEPENDENT WORKING
11,2024-06-28,language skills,H_SKILL,LANGUAGE SKILLS
11,2024-06-28,leadership,S_SKILL,LEADERSHIP
11,2024-06-28,presentation skills,S_SKILL,PRESENTATION SKILLS
11,2024-06-28,write assessments,H_SKILL,WRITE ASSESSMENTS
12,2024-06-28,centric design,H_SKILL,CENTRIC DESIGN
12,2024-06-28,customer relationships,S_SKILL,CUSTOMER RELATIONSHIPS
12,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
12,2024-06-28,JAVA,LANG_FRAM,JAVA
12,2024-06-28,PYTHON coding,LANG_FRAM,PYTHON CODING
12,2024-06-28,continuous training,S_SKILL,CONTINUOUS TRAINING
12,2024-06-28,APIs,LANG_FRAM,"APIS (SOAP, REST, ETC.)"
12,2024-06-28,UI test,H_SKILL,UI TEST
12,2024-06-28,database management,H_SKILL,DATABASE MANAGEMENT
12,2024-06-28,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
12,2024-06-28,"design, development, modification, and maintenance of software products",H_SKILL,"DESIGN, DEVELOPMENT, MODIFICATION, AND MAINTENANCE OF SOFTWARE PRODUCTS"
12,2024-06-28,MSc,REQUIREMENT,MASTER'S
12,2024-06-28,BSc,REQUIREMENT,BACHELOR'S
12,2024-06-28,Java,LANG_FRAM,JAVA
12,2024-06-28,Python,LANG_FRAM,PYTHON
12,2024-06-28,understanding of object-oriented concepts,H_SKILL,UNDERSTANDING OF OBJECT-ORIENTED CONCEPTS
12,2024-06-28,Keen attention to detail,S_SKILL,KEEN ATTENTION TO DETAIL
12,2024-06-28,communication skills,S_SKILL,COMMUNICATION
12,2024-06-28,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
13,2024-06-28,Android,LANG_FRAM,ANDROID
13,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
13,2024-06-28,Developing smartphone apps,H_SKILL,DEVELOPING SMARTPHONE APPS
13,2024-06-28,Writing electronic observations systems,S_SKILL,WRITING ELECTRONIC OBSERVATIONS SYSTEMS
13,2024-06-28,calculate risk scores,H_SKILL,CALCULATE RISK SCORES
13,2024-06-28,Deploying machine-learning algorithms,H_SKILL,DEPLOYING MACHINE-LEARNING ALGORITHMS
13,2024-06-28,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
13,2024-06-28,Android,LANG_FRAM,ANDROID
13,2024-06-28,2:1,REQUIREMENT,2:1
14,2024-06-28,iOS,LANG_FRAM,IOS
14,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
14,2024-06-28,Developing smartphone apps,H_SKILL,DEVELOPING SMARTPHONE APPS
14,2024-06-28,Writing electronic observations systems,S_SKILL,WRITING ELECTRONIC OBSERVATIONS SYSTEMS
14,2024-06-28,calculate risk scores,H_SKILL,CALCULATE RISK SCORES
14,2024-06-28,Deploying machine-learning algorithms,H_SKILL,DEPLOYING MACHINE-LEARNING ALGORITHMS
14,2024-06-28,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
14,2024-06-28,C,LANG_FRAM,C
14,2024-06-28,Swift,LANG_FRAM,SWIFT
14,2024-06-28,2:1,REQUIREMENT,2:1
15,2024-06-28,Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
15,2024-06-28,Service Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
15,2024-06-28,Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
15,2024-06-28,Pardot,LANG_FRAM,PARDOT
15,2024-06-28,Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
15,2024-06-28,Mulesoft integration development team,H_SKILL,MULESOFT INTEGRATION DEVELOPMENT TEAM
15,2024-06-28,LabCamps and Code,H_SKILL,LABCAMPS AND CODE
15,2024-06-28,Development/configuration,H_SKILL,DEVELOPMENT/CONFIGURATION
15,2024-06-28,application integration solutions,H_SKILL,APPLICATION INTEGRATION SOLUTIONS
15,2024-06-28,MuleSoft middleware,LANG_FRAM,MULESOFT MIDDLEWARE
15,2024-06-28,Understanding technical software integration design specifications,H_SKILL,UNDERSTANDING TECHNICAL SOFTWARE INTEGRATION DESIGN SPECIFICATIONS
15,2024-06-28,technical design documents,H_SKILL,TECHNICAL DESIGN DOCUMENTS
15,2024-06-28,Bachelor's,REQUIREMENT,BACHELOR'S
15,2024-06-28,Master's degree,REQUIREMENT,MASTER'S
15,2024-06-28,2.1,REQUIREMENT,2:1
15,2024-06-28,interpersonal,S_SKILL,INTERPERSONAL SKILLS
15,2024-06-28,communicative,S_SKILL,COMMUNICATION
15,2024-06-28,understand complex business processes,H_SKILL,UNDERSTAND COMPLEX BUSINESS PROCESSES
15,2024-06-28,Java,LANG_FRAM,JAVA
15,2024-06-28,Python,LANG_FRAM,PYTHON
15,2024-06-28,coding,H_SKILL,CODING/PROGRAMMING
15,2024-06-28,Relational Databases,LANG_FRAM,RELATIONAL DATABASES
15,2024-06-28,SQL,LANG_FRAM,SQL
15,2024-06-28,Software integration as,H_SKILL,SOFTWARE INTEGRATION AS
15,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
16,2024-06-28,AI,LANG_FRAM,AI
16,2024-06-28,cloud computing,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
16,2024-06-28,"designing, coding and debugging",H_SKILL,CODING/PROGRAMMING
16,2024-06-28,Defining and documenting operating procedures,H_SKILL,DEFINING AND DOCUMENTING OPERATING PROCEDURES
16,2024-06-28,create technical design specifications,H_SKILL,CREATE TECHNICAL DESIGN SPECIFICATIONS
16,2024-06-28,technical design documents,H_SKILL,TECHNICAL DESIGN DOCUMENTS
16,2024-06-28,Bachelor’s degree,REQUIREMENT,BACHELOR'S
16,2024-06-28,2.1,REQUIREMENT,2:1
16,2024-06-28,verbal and written English skills,S_SKILL,VERBAL AND WRITTEN ENGLISH SKILLS
16,2024-06-28,Java,LANG_FRAM,JAVA
16,2024-06-28,Python,LANG_FRAM,PYTHON
16,2024-06-28,C#,LANG_FRAM,C#
16,2024-06-28,C,LANG_FRAM,C
16,2024-06-28,C++,LANG_FRAM,C++
16,2024-06-28,Go,LANG_FRAM,GO
16,2024-06-28,React,LANG_FRAM,REACT
16,2024-06-28,JavaScript,LANG_FRAM,JAVASCRIPT
16,2024-06-28,Relational Databases,LANG_FRAM,RELATIONAL DATABASES
16,2024-06-28,SQL,LANG_FRAM,SQL
16,2024-06-28,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
17,2024-06-28,Create cutting edge software,H_SKILL,CREATE CUTTING EDGE SOFTWARE
17,2024-06-28,passion,S_SKILL,PASSION AND ENTHUSIASM
17,2024-06-28,breaking technology,H_SKILL,BREAKING TECHNOLOGY
17,2024-06-28,empowered to take your career,S_SKILL,EMPOWERED TO TAKE YOUR CAREER
17,2024-06-28,2:2,REQUIREMENT,2:2
17,2024-06-28,Bachelor’s degree,REQUIREMENT,BACHELOR'S
18,2024-06-28,innovative,S_SKILL,INNOVATIVE
18,2024-06-28,inquisitive,S_SKILL,INQUISITIVE
18,2024-06-28,developing software for safety,H_SKILL,DEVELOPING SOFTWARE FOR SAFETY
18,2024-06-28,systems design,H_SKILL,SYSTEMS DESIGN
18,2024-06-28,architectural design,H_SKILL,ARCHITECTURAL DESIGN
18,2024-06-28,coding,H_SKILL,CODING/PROGRAMMING
18,2024-06-28,Developing code,H_SKILL,DEVELOPING CODE
18,2024-06-28,Developing reference models,H_SKILL,DEVELOPING REFERENCE MODELS
18,2024-06-28,communicate ideas,S_SKILL,COMMUNICATION
18,2024-06-28,good organisation skills,S_SKILL,GOOD ORGANISATION SKILLS
18,2024-06-28,2:1 degree,REQUIREMENT,2:1
18,2024-06-28,Shape your path,H_SKILL,SHAPE YOUR PATH
18,2024-06-28,AWS,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
18,2024-06-28,Microsoft,LANG_FRAM,MICROSOFT
18,2024-06-28,solve problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
19,2024-06-28,analyse data,H_SKILL,DATA ANALYSIS
19,2024-06-28,ETL process,H_SKILL,ETL PROCESS
19,2024-06-28,designing & managing these automated systems,H_SKILL,DESIGNING & MANAGING THESE AUTOMATED SYSTEMS
19,2024-06-28,present and explain complex analysis,S_SKILL,PRESENT AND EXPLAIN COMPLEX ANALYSIS
19,2024-06-28,analytical skills,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
19,2024-06-28,communication skills,S_SKILL,COMMUNICATION
19,2024-06-28,Independent,S_SKILL,INDEPENDENT WORKING
19,2024-06-28,self,S_SKILL,SELF
19,2024-06-28,MS Office,LANG_FRAM,MS OFFICE
19,2024-06-28,driven,S_SKILL,DRIVEN AND MOTIVATED
19,2024-06-28,work well in a team,S_SKILL,COLLABORATION AND TEAMWORK
19,2024-06-28,2:1,REQUIREMENT,2:1
19,2024-06-28,bachelor’s degree,REQUIREMENT,BACHELOR'S
19,2024-06-28,preferrable,REQUIREMENT,PREFERRABLE
19,2024-06-28,python,LANG_FRAM,PYTHON
19,2024-06-28,SQL,LANG_FRAM,SQL
19,2024-06-28,Front-,LANG_FRAM,FRONT-
19,2024-06-28,End Data Visualisation Development Data-,H_SKILL,END DATA VISUALISATION DEVELOPMENT DATA-
19,2024-06-28,clean data,H_SKILL,CLEAN DATA
19,2024-06-28,Create data models,H_SKILL,CREATE DATA MODELS
19,2024-06-28,Produce,S_SKILL,PRODUCE
20,2024-06-28,software innovation,H_SKILL,SOFTWARE INNOVATION
20,2024-06-28,Define software architecture,H_SKILL,DEFINE SOFTWARE ARCHITECTURE
20,2024-06-28,Develop,H_SKILL,DEVELOPMENT
20,2024-06-28,BEng,REQUIREMENT,BACHELOR'S
20,2024-06-28,MEng,REQUIREMENT,MASTER'S
20,2024-06-28,MSc,REQUIREMENT,MASTER'S
20,2024-06-28,C,LANG_FRAM,C
20,2024-06-28,C++,LANG_FRAM,C++
20,2024-06-28,github,LANG_FRAM,"VERSION CONTROL (GIT, GITHUB, GITLAB, ETC.)"
20,2024-06-28,SVN™,LANG_FRAM,SVN™
20,2024-06-28,A proven team player,H_SKILL,A PROVEN TEAM PLAYER
20,2024-06-28,passionate,S_SKILL,PASSION AND ENTHUSIASM
20,2024-06-28,problem solver,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
20,2024-06-28,logical mindset,S_SKILL,LOGICAL MINDSET
21,2024-06-28,managing the implementation of our SystmOne software,H_SKILL,MANAGING THE IMPLEMENTATION OF OUR SYSTMONE SOFTWARE
21,2024-06-28,overseeing and planning projects from start,H_SKILL,OVERSEEING AND PLANNING PROJECTS FROM START
21,2024-06-28,solve complex problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
21,2024-06-28,keen to learn,S_SKILL,WILLING TO LEARN
21,2024-06-28,degree,REQUIREMENT,DEGREE
22,2024-06-28,coding,H_SKILL,CODING/PROGRAMMING
22,2024-06-28,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
22,2024-06-28,time databases,H_SKILL,TIME DATABASES
22,2024-06-28,AI,LANG_FRAM,AI
22,2024-06-28,iOS,LANG_FRAM,IOS
22,2024-06-28,2:1,REQUIREMENT,2:1
23,2024-06-28,C,LANG_FRAM,C
23,2024-06-28,C,LANG_FRAM,C
23,2024-06-28,C,LANG_FRAM,C
23,2024-06-28,C,LANG_FRAM,C
23,2024-06-28,interests and competencies in software programming,H_SKILL,CODING/PROGRAMMING
23,2024-06-28,interest in mechatronic systems,H_SKILL,INTEREST IN MECHATRONIC SYSTEMS
23,2024-06-28,Cognex vision systems,LANG_FRAM,COGNEX VISION SYSTEMS
23,2024-06-28,C,LANG_FRAM,C
23,2024-06-28,Structured Text,LANG_FRAM,STRUCTURED TEXT
23,2024-06-28,Beckhoff TwinCAT,LANG_FRAM,BECKHOFF TWINCAT
23,2024-06-28,EtherCAT,LANG_FRAM,ETHERCAT
23,2024-06-28,tracking development,H_SKILL,TRACKING DEVELOPMENT
23,2024-06-28,GitHub,LANG_FRAM,"VERSION CONTROL (GIT, GITHUB, GITLAB, ETC.)"
23,2024-06-28,generating well commented and structured code,H_SKILL,GENERATING WELL COMMENTED AND STRUCTURED CODE
23,2024-06-28,program simple motion control for our loading and unloading solutions,H_SKILL,PROGRAM SIMPLE MOTION CONTROL FOR OUR LOADING AND UNLOADING SOLUTIONS
23,2024-06-28,Python,LANG_FRAM,PYTHON
23,2024-06-28,expand knowledge,S_SKILL,EXPAND KNOWLEDGE
23,2024-06-28,ensure the safe operation of the equipment,H_SKILL,ENSURE THE SAFE OPERATION OF THE EQUIPMENT
23,2024-06-28,C,LANG_FRAM,C
23,2024-06-28,C,LANG_FRAM,C
23,2024-06-28,C,LANG_FRAM,C
23,2024-06-28,understanding of working with customers,S_SKILL,UNDERSTANDING OF WORKING WITH CUSTOMERS
23,2024-06-28,handling their attitudes and needs,S_SKILL,HANDLING THEIR ATTITUDES AND NEEDS
23,2024-06-28,C,LANG_FRAM,C
23,2024-06-28,SCRUM,H_SKILL,SCRUM
23,2024-06-28,agile methodology,H_SKILL,AGILE
23,2024-06-28,MS Teams,LANG_FRAM,MS TEAMS
23,2024-06-28,Work with the C-Tech team,S_SKILL,COLLABORATION AND TEAMWORK
