,time_period,new_ent,type,count,proportion_perc,perc_change
56,2024,ABILITY TO CARBONISE SOFTWARE SOLUTIONS FOR OPTIMAL PERFORMANCE-,H_SKILL,1,0.004148861137617724,0.0
57,2024,ABILITY TO CHALLENGE,S_SKILL,1,0.004148861137617724,0.0
58,2024,ABILITY TO CLEARLY ARTICULATE PROBLEMS AND SOLUTIONS,S_SKILL,1,0.004148861137617724,0.0
59,2024,ABILITY TO CLEARLY CONVEY TECHNICAL CONCEPTS,S_SKILL,1,0.004148861137617724,0.0
60,2024,ABILITY TO COACH,S_SKILL,1,0.004148861137617724,0.0
61,2024,ABILITY TO CONSTRUCTIVELY DEBATE AND CHALLENGE,S_SKILL,2,0.008297722275235448,0.0
62,2024,ABILITY TO CONVEY CONCEPTS SIMPLY AND CLEARLY,S_SKILL,2,0.008297722275235448,0.0
63,2024,ABILITY TO DEBUG AND RESOLVE TICKETS AND USER QUERIES OF MID TO HIGH DIFFICULTY. LAND REGISTRY INTEGRATION : COMPREHENSIVE KNOWLEDGE OF ALL LAND REGISTRY INTEGRATIONS,H_SKILL,1,0.004148861137617724,0.0
64,2024,ABILITY TO DEBUG COMPLEX ISSUES,H_SKILL,1,0.004148861137617724,0.0
65,2024,"ABILITY TO DRIVE, FOLLOW",S_SKILL,1,0.004148861137617724,0.0
66,2024,ABILITY TO EXPLAIN COMPLEX CONCEPTS,S_SKILL,1,0.004148861137617724,0.0
67,2024,ABILITY TO EXPLAIN COMPLEX TECHNICAL CONCEPTS,S_SKILL,1,0.004148861137617724,0.0
68,2024,ABILITY TO EXPLAIN TECHNICAL CONCEPTS,S_SKILL,4,0.016595444550470895,0.0
69,2024,ABILITY TO EXPLAIN TECHNICAL DETAILS CLEARLY-,S_SKILL,1,0.004148861137617724,0.0
70,2024,ABILITY TO EXTRACT RELEVANT TECHNICAL INFORMATION AND DATA FROM LITERATURE,H_SKILL,1,0.004148861137617724,0.0
71,2024,ABILITY TO FOLLOW,S_SKILL,1,0.004148861137617724,0.0
72,2024,ABILITY TO INFLUENCE,S_SKILL,1,0.004148861137617724,0.0
73,2024,ABILITY TO INFLUENCE STAKEHOLDERS,S_SKILL,1,0.004148861137617724,0.0
74,2024,ABILITY TO INTERPRET,S_SKILL,1,0.004148861137617724,0.0
75,2024,ABILITY TO INTERPRET COMPLEX DATA,S_SKILL,2,0.008297722275235448,0.0
76,2024,ABILITY TO INTERPRET COMPLEX DATA SETS,S_SKILL,1,0.004148861137617724,0.0
77,2024,ABILITY TO LIAISE,S_SKILL,1,0.004148861137617724,0.0
78,2024,ABILITY TO MAKE SENSE OF COMPLEXITY,H_SKILL,1,0.004148861137617724,0.0
79,2024,ABILITY TO MANAGE MULTIPLE PRIORITIES,S_SKILL,1,0.004148861137617724,0.0
80,2024,ABILITY TO MANAGE MULTIPLE PRIORITIES AND DEADLINES,S_SKILL,1,0.004148861137617724,0.0
81,2024,ABILITY TO MANAGE MULTIPLE PROJECTS,S_SKILL,1,0.004148861137617724,0.0
82,2024,ABILITY TO OWN THE WHOLE ML LIFE-CYCLE,S_SKILL,1,0.004148861137617724,0.0
83,2024,ABILITY TO PICK UP TECHNICAL INFORMATION,S_SKILL,1,0.004148861137617724,0.0
84,2024,ABILITY TO PRIORITISE,S_SKILL,1,0.004148861137617724,0.0
85,2024,ABILITY TO PRIORITIZE ACTIVITIES,S_SKILL,1,0.004148861137617724,0.0
86,2024,ABILITY TO PRIORITIZE AND MANAGE TECHNICAL DEPENDENCIES,S_SKILL,1,0.004148861137617724,0.0
87,2024,ABILITY TO PROTOTYPE ALGORITHMS,H_SKILL,1,0.004148861137617724,0.0
88,2024,ABILITY TO RESPOND WITH FORCE WHEN NECESSARY,S_SKILL,1,0.004148861137617724,0.0
89,2024,ABILITY TO SCHEDULE AND ACHIEVE OBJECTIVES,S_SKILL,1,0.004148861137617724,0.0
90,2024,ABILITY TO SEE THE BIGGER PICTURE,S_SKILL,1,0.004148861137617724,0.0
91,2024,ABILITY TO SEEK OUT AND PRESENT COMPELLING NEW INFORMATION,S_SKILL,4,0.016595444550470895,0.0
92,2024,ABILITY TO SELF-EVALUATE,S_SKILL,1,0.004148861137617724,0.0
93,2024,"ABILITY TO SYNTHESISE INFORMATION, SUMMARISE ISSUES",H_SKILL,2,0.008297722275235448,0.0
94,2024,ABILITY TO SYNTHESIZE,S_SKILL,1,0.004148861137617724,0.0
95,2024,ABILITY TO TAKE CHARGE OF SITUATIONS,S_SKILL,2,0.008297722275235448,0.0
96,2024,ABILITY TO TAKE WELL TO CONSTRUCTIVE CRITICISM,S_SKILL,1,0.004148861137617724,0.0
97,2024,ABILITY TO THEN EXPLAIN THIS,S_SKILL,1,0.004148861137617724,0.0
98,2024,"ABILITY TO THRIVE IN A FAST-PACED, DYNAMIC ENVIRONMENT",S_SKILL,1,0.004148861137617724,0.0
99,2024,ABILITY TO TRAVEL,S_SKILL,2,0.008297722275235448,0.0
100,2024,ABILITY TO TRAVEL INTERNATIONALLY,S_SKILL,1,0.004148861137617724,0.0
101,2024,ABILITY TO TRAVEL WITHIN THE UK AND EUROPE FOR SHORT PERIODS (1-,H_SKILL,1,0.004148861137617724,0.0
102,2024,ABILITY TO WORK EFFECTIVELY,S_SKILL,13,0.05393519478903041,0.0
103,2024,ABILITY TO WORK IN A B2B,S_SKILL,1,0.004148861137617724,0.0
104,2024,ABILITY TO WORK IN A FAST-PACED ENVIRONMENT,S_SKILL,1,0.004148861137617724,0.0
105,2024,"ABILITY TO WORK IN A FAST-PACED,",S_SKILL,1,0.004148861137617724,0.0
106,2024,ABILITY TO WORK IN FAST-PACED GOAL,S_SKILL,1,0.004148861137617724,0.0
107,2024,ABILITY TO WORK IN THE UK FOR,S_SKILL,2,0.008297722275235448,0.0
108,2024,ABILITY TO WORK ON COMPLEX PROJECTS,S_SKILL,2,0.008297722275235448,0.0
109,2024,ABILITY TO WORK ON HIS OR HER OWN INITIATIVE,S_SKILL,1,0.004148861137617724,0.0
110,2024,ABILITY TO WORK UNDER PRESSURE,S_SKILL,5,0.020744305688088622,0.0
111,2024,"ABILITY TO WORK UNDER PRESSURE WITHIN TIGHT DEADLINES ARE PRO-ACTIVE, TENACIOUS, AND",S_SKILL,3,0.012446583412853172,0.0
112,2024,ABILITY TO WORK WELL IN HIGH-PRESSURED ENVIRONMENTS,S_SKILL,1,0.004148861137617724,0.0
113,2024,ABILITY TO WORK WELL UNDER PRESSURE,S_SKILL,1,0.004148861137617724,0.0
114,2024,ABILITY TO WORK WITH LONDON,S_SKILL,1,0.004148861137617724,0.0
115,2024,ABILITY TO WORK WITHIN AGILE FRAMEWORKS,S_SKILL,1,0.004148861137617724,0.0
116,2024,ABILITY – CAPABLE OF UNDERTAKING DESIGN,H_SKILL,1,0.004148861137617724,0.0
117,2024,ABREAST OF BUSINESS/INDUSTRY CHANGES AND THEIR EFFECT,S_SKILL,1,0.004148861137617724,0.0
118,2024,ACADEMIC RESULTS,S_SKILL,1,0.004148861137617724,0.0
119,2024,ACCESS,H_SKILL,1,0.004148861137617724,0.0
120,2024,ACCESS AND DATA CENTRE,H_SKILL,1,0.004148861137617724,0.0
121,2024,ACCESS CONTROL,H_SKILL,1,0.004148861137617724,0.0
122,2024,ACCESS CONTROL MODELS,H_SKILL,1,0.004148861137617724,0.0
123,2024,ACCESS CONTROL SYSTEMS,H_SKILL,1,0.004148861137617724,0.0
124,2024,ACCESS CONTROLS,H_SKILL,1,0.004148861137617724,0.0
125,2024,ACCESS INFORMATION,H_SKILL,1,0.004148861137617724,0.0
126,2024,ACCESS MANAGEMENT,H_SKILL,1,0.004148861137617724,0.0
127,2024,ACCESSIBILITY BEST PRACTICES,H_SKILL,1,0.004148861137617724,0.0
128,2024,ACCESSIBLE DATA SOLUTIONS,H_SKILL,1,0.004148861137617724,0.0
129,2024,ACCESSIBLE HIRING PROCESS,S_SKILL,2,0.008297722275235448,0.0
130,2024,ACCESSIBLE LANGUAGE,H_SKILL,1,0.004148861137617724,0.0
131,2024,ACCESSIBLERECRUITING@TRIPADVISOR.COM,LANG_FRAM,1,0.004148861137617724,0.0
132,2024,ACCOMMODATING EVOLVING FRAUD DETECTION,H_SKILL,1,0.004148861137617724,0.0
133,2024,ACCOMMODATING EVOLVING FRAUD DETECTION NEEDS,H_SKILL,1,0.004148861137617724,0.0
134,2024,ACCOMPLISHED,S_SKILL,1,0.004148861137617724,0.0
135,2024,ACCULINK,LANG_FRAM,2,0.008297722275235448,0.0
136,2024,ACOUSTIC MODELLING,H_SKILL,1,0.004148861137617724,0.0
137,2024,ACOUSTICAL KNOWLEDGE,H_SKILL,1,0.004148861137617724,0.0
138,2024,ACP CERTIFICATION,LANG_FRAM,1,0.004148861137617724,0.0
139,2024,ACQUIRERS,LANG_FRAM,1,0.004148861137617724,0.0
140,2024,ACT WITH SKILL,S_SKILL,1,0.004148861137617724,0.0
141,2024,ACTING,S_SKILL,1,0.004148861137617724,0.0
142,2024,ACTION,S_SKILL,3,0.012446583412853172,0.0
143,2024,ACTION PLAN AND INITIATIVES,S_SKILL,2,0.008297722275235448,0.0
144,2024,ACTION PRINCIPLES,H_SKILL,4,0.016595444550470895,0.0
145,2024,ACTION TRACKING,H_SKILL,1,0.004148861137617724,0.0
146,2024,ACTIONABLE ADVICE TO CLIENTS,S_SKILL,1,0.004148861137617724,0.0
147,2024,ACTIONED,S_SKILL,1,0.004148861137617724,0.0
148,2024,ACTIVATION (TA),H_SKILL,1,0.004148861137617724,0.0
149,2024,ACTIVE,S_SKILL,2,0.008297722275235448,0.0
150,2024,ACTIVE INVOLVEMENT,H_SKILL,1,0.004148861137617724,0.0
151,2024,ACTIVE INVOLVEMENT IN SHOPFLOOR TRAINING,H_SKILL,1,0.004148861137617724,0.0
152,2024,ACTIVE LEARNING,H_SKILL,1,0.004148861137617724,0.0
153,2024,ACTIVEMQ,LANG_FRAM,1,0.004148861137617724,0.0
154,2024,ACTIVITIES PLANNING,H_SKILL,1,0.004148861137617724,0.0
155,2024,AD CODE,H_SKILL,1,0.004148861137617724,0.0
156,2024,ADA,LANG_FRAM,1,0.004148861137617724,0.0
157,2024,ADAPT AND ARE GOOD,S_SKILL,2,0.008297722275235448,0.0
158,2024,ADAPT CLOUD TECHNOLOGIES,H_SKILL,1,0.004148861137617724,0.0
159,2024,ADAPT EXISTING MODELS,H_SKILL,1,0.004148861137617724,0.0
160,2024,ADAPT TO A FAST-,S_SKILL,1,0.004148861137617724,0.0
161,2024,ADAPT TO CHANGING PRIORITIES,S_SKILL,1,0.004148861137617724,0.0
162,2024,ADAPT TO CHANGING PROJECT REQUIREMENTS,S_SKILL,2,0.008297722275235448,0.0
163,2024,ADAPT TO CHANGING REQUIREMENTS,S_SKILL,3,0.012446583412853172,0.0
164,2024,ADAPT TO DYNAMIC,S_SKILL,1,0.004148861137617724,0.0
165,2024,ADAPT TO EVOLVING PROJECT REQUIREMENTS,S_SKILL,1,0.004148861137617724,0.0
166,2024,ADAPT TO EVOLVING STAGES OF THE BUSINESS,S_SKILL,2,0.008297722275235448,0.0
167,2024,ADAPT TO JOB REQUIREMENTS,S_SKILL,1,0.004148861137617724,0.0
168,2024,ADAPT TO NEW CIRCUMSTANCES,S_SKILL,1,0.004148861137617724,0.0
169,2024,ADAPT TO NEW TECHNOLOGIES,S_SKILL,1,0.004148861137617724,0.0
170,2024,ADAPT TO THINGS,S_SKILL,1,0.004148861137617724,0.0
171,2024,ADAPTABLE,S_SKILL,13,0.05393519478903041,0.0
172,2024,ADAPTABLE OPERATION,S_SKILL,1,0.004148861137617724,0.0
173,2024,ADAPTED TO BE CHANGING THE WAY THE WORLD WORKS,S_SKILL,1,0.004148861137617724,0.0
174,2024,ADDING,S_SKILL,1,0.004148861137617724,0.0
175,2024,ADDING OPTIMIZATIONS,S_SKILL,1,0.004148861137617724,0.0
176,2024,ADDRESS,S_SKILL,2,0.008297722275235448,0.0
177,2024,ADDRESS AND RESOLVE YOU'RE GOOD,S_SKILL,1,0.004148861137617724,0.0
178,2024,ADDRESS APPLICATION,S_SKILL,1,0.004148861137617724,0.0
179,2024,ADDRESS CONCERNS EFFECTIVELY,S_SKILL,1,0.004148861137617724,0.0
180,2024,ADDRESS CONFLICTS/ISSUES,S_SKILL,1,0.004148861137617724,0.0
181,2024,ADDRESS DEFECTS AND ENSURE THE RELIABILITY OF THE PRODUCT. · DOCUMENTATION,S_SKILL,1,0.004148861137617724,0.0
182,2024,ADDRESS REAL,S_SKILL,1,0.004148861137617724,0.0
183,2024,ADDRESS REQUESTS,S_SKILL,1,0.004148861137617724,0.0
184,2024,"ADDRESS ROADBLOCKS, AND CELEBRATE",S_SKILL,1,0.004148861137617724,0.0
185,2024,ADDRESS SKEPTICISM WITH A GROWTH MINDSET,S_SKILL,1,0.004148861137617724,0.0
186,2024,ADDRESSING BUGS WITHIN THE PRODUCTS,H_SKILL,1,0.004148861137617724,0.0
187,2024,ADDRESSING TECHNICAL CHALLENGES,H_SKILL,1,0.004148861137617724,0.0
188,2024,ADDS TO TEAM CULTURE,H_SKILL,2,0.008297722275235448,0.0
189,2024,ADDS TO THE TEAM CULTURE,H_SKILL,1,0.004148861137617724,0.0
190,2024,ADHERENCE TO BEST PRACTICES,H_SKILL,1,0.004148861137617724,0.0
191,2024,ADHERENCE TO HIGHEST STANDARDS OF DATA ETHICS,H_SKILL,1,0.004148861137617724,0.0
192,2024,ADHERENCE TO REQUIREMENTS,H_SKILL,1,0.004148861137617724,0.0
193,2024,ADHERING TO BEST PRACTICES AND STANDARDS,H_SKILL,2,0.008297722275235448,0.0
194,2024,ADKAR,LANG_FRAM,2,0.008297722275235448,0.0
195,2024,ADMINISTER AND CONFIGURE CRM SYSTEMS,H_SKILL,1,0.004148861137617724,0.0
196,2024,ADMINISTRATE,LANG_FRAM,2,0.008297722275235448,0.0
197,2024,ADOBE ANALYTICS,LANG_FRAM,2,0.008297722275235448,0.0
198,2024,ADOBE SOFTWARE,LANG_FRAM,1,0.004148861137617724,0.0
199,2024,ADOPTION A VARIETY OF PROFESSIONAL DEVELOPMENT,H_SKILL,2,0.008297722275235448,0.0
200,2024,ADVANCED,H_SKILL,1,0.004148861137617724,0.0
201,2024,ADVANCED ANALYTIC,H_SKILL,1,0.004148861137617724,0.0
202,2024,ADVANCED ANALYTICS,H_SKILL,17,0.07053063933950131,0.0
203,2024,ADVANCED ANALYTICS TECHNIQUES,H_SKILL,1,0.004148861137617724,0.0
204,2024,ADVANCED DATA ANALYTICS,H_SKILL,1,0.004148861137617724,0.0
205,2024,ADVANCED DATA VISUALISATION TRAINING,H_SKILL,1,0.004148861137617724,0.0
206,2024,ADVANCED DEBUGGING,LANG_FRAM,1,0.004148861137617724,0.0
207,2024,ADVANCED DEGREE,LANG_FRAM,3,0.012446583412853172,0.0
208,2024,ADVANCED DEGREE,REQUIREMENT,8,0.03319088910094179,0.0
209,2024,ADVANCED DEGREE,S_SKILL,3,0.012446583412853172,0.0
210,2024,ADVANCED DEGREES,H_SKILL,1,0.004148861137617724,0.0
211,2024,ADVANCED EXCEL,LANG_FRAM,1,0.004148861137617724,0.0
212,2024,ADVANCED FEATURES,H_SKILL,1,0.004148861137617724,0.0
213,2024,ADVANCED KNOWLEDGE,H_SKILL,1,0.004148861137617724,0.0
214,2024,ADVANCED KNOWLEDGE,LANG_FRAM,1,0.004148861137617724,0.0
215,2024,ADVANCED LANGUAGE,H_SKILL,2,0.008297722275235448,0.0
216,2024,ADVANCED MODELLING,H_SKILL,1,0.004148861137617724,0.0
217,2024,ADVANCED NETWORK,H_SKILL,1,0.004148861137617724,0.0
218,2024,ADVANCED PLANNING,H_SKILL,1,0.004148861137617724,0.0
219,2024,ADVANCED PROFICIENCY,H_SKILL,1,0.004148861137617724,0.0
220,2024,ADVANCED PROFICIENCY,LANG_FRAM,1,0.004148861137617724,0.0
221,2024,ADVANCED SCRIPTING,H_SKILL,1,0.004148861137617724,0.0
222,2024,ADVANCED SCRIPTING LANGUAGE,LANG_FRAM,2,0.008297722275235448,0.0
223,2024,ADVANCED SKILLS,H_SKILL,1,0.004148861137617724,0.0
224,2024,ADVANCED SQL,LANG_FRAM,1,0.004148861137617724,0.0
225,2024,ADVANCED STATISTICAL,H_SKILL,1,0.004148861137617724,0.0
226,2024,ADVANCED TECHNOLOGY AND INTELLIGENT,H_SKILL,1,0.004148861137617724,0.0
227,2024,ADVANCED TECHNOLOGY AND INTELLIGENT OPERATIONS,H_SKILL,1,0.004148861137617724,0.0
228,2024,ADVANCED UNDERSTANDING,LANG_FRAM,1,0.004148861137617724,0.0
229,2024,ADVANTAGEOUS DEMONSTRABLE EXCELLENCE IN COMMUNICATION,H_SKILL,1,0.004148861137617724,0.0
230,2024,ADVISING,S_SKILL,2,0.008297722275235448,0.0
231,2024,ADVISING CLIENTS,S_SKILL,3,0.012446583412853172,0.0
232,2024,ADVISING GLOBALLY OPERATING COMPANIES,S_SKILL,1,0.004148861137617724,0.0
233,2024,ADVISING ON KT COMPETENCY GAPS,S_SKILL,1,0.004148861137617724,0.0
234,2024,"ADVISING ON,",S_SKILL,1,0.004148861137617724,0.0
235,2024,ADVISING ORGANIZATIONS,S_SKILL,1,0.004148861137617724,0.0
236,2024,ADVISING STAKEHOLDERS,S_SKILL,1,0.004148861137617724,0.0
237,2024,ADVISING THEM,S_SKILL,1,0.004148861137617724,0.0
238,2024,AG1,LANG_FRAM,1,0.004148861137617724,0.0
239,2024,AGGREGATES,LANG_FRAM,1,0.004148861137617724,0.0
240,2024,AGGREGATES,S_SKILL,2,0.008297722275235448,0.0
241,2024,AGILE,H_SKILL,162,0.6721155042940713,0.0
242,2024,AGILE MINDSET,S_SKILL,2,0.008297722275235448,0.0
243,2024,AI,LANG_FRAM,651,2.700908600589138,0.0
244,2024,AIOPS,H_SKILL,2,0.008297722275235448,0.0
245,2024,AIRFLOW,LANG_FRAM,1,0.004148861137617724,0.0
246,2024,AL,LANG_FRAM,1,0.004148861137617724,0.0
247,2024,ALADDIN,LANG_FRAM,7,0.029042027963324068,0.0
248,2024,ALDERLEY EDGE,LANG_FRAM,1,0.004148861137617724,0.0
249,2024,ALERTMANAGER,LANG_FRAM,1,0.004148861137617724,0.0
250,2024,ALGORITHM DESIGN,H_SKILL,2,0.008297722275235448,0.0
251,2024,ALGORITHMIC FOUNDATIONS,LANG_FRAM,1,0.004148861137617724,0.0
252,2024,ALI'S,REQUIREMENT,1,0.004148861137617724,0.0
253,2024,ALIGN TECHNICAL SOLUTIONS WITH BUSINESS GOALS,H_SKILL,1,0.004148861137617724,0.0
254,2024,"ALIGN, DEVELOP AND IMPLEMENT IT PROCESSES",H_SKILL,1,0.004148861137617724,0.0
255,2024,ALTERYX,LANG_FRAM,1,0.004148861137617724,0.0
256,2024,AMAZON AWS,LANG_FRAM,1,0.004148861137617724,0.0
257,2024,AMAZON KINESIS,LANG_FRAM,1,0.004148861137617724,0.0
258,2024,AMAZON WEB SERVICE (AWS),LANG_FRAM,1,0.004148861137617724,0.0
259,2024,AMAZON WEB SERVICES,LANG_FRAM,1,0.004148861137617724,0.0
260,2024,AMAZON WEB SERVICES (AWS),LANG_FRAM,3,0.012446583412853172,0.0
261,2024,AMAZON WEB SERVICES / DBT /,LANG_FRAM,1,0.004148861137617724,0.0
262,2024,AMAZON’S,LANG_FRAM,1,0.004148861137617724,0.0
263,2024,AMBITION,S_SKILL,9,0.03733975023855952,0.0
264,2024,AMBITIOUS,S_SKILL,2,0.008297722275235448,0.0
265,2024,AMBITIOUS ATTITUDE,S_SKILL,1,0.004148861137617724,0.0
266,2024,AMCOR,LANG_FRAM,3,0.012446583412853172,0.0
267,2024,AMD GPU,LANG_FRAM,1,0.004148861137617724,0.0
268,2024,AML REFRESH,H_SKILL,1,0.004148861137617724,0.0
269,2024,AMMONIA,LANG_FRAM,2,0.008297722275235448,0.0
270,2024,AMÉRIQUE,LANG_FRAM,1,0.004148861137617724,0.0
271,2024,ANALYSE,H_SKILL,4,0.016595444550470895,0.0
272,2024,ANALYSE AND,H_SKILL,2,0.008297722275235448,0.0
273,2024,ANALYSE AND DECONSTRUCT TECHNICAL PROBLEMS,H_SKILL,1,0.004148861137617724,0.0
274,2024,ANALYSE AND DIAGNOSE INTRICATE TECHNICAL PROBLEMS,H_SKILL,1,0.004148861137617724,0.0
275,2024,ANALYSE AND INTERPRET COMPLEX INFORMATION,H_SKILL,1,0.004148861137617724,0.0
276,2024,ANALYSE AND MAKE TECHNICAL RECOMMENDATIONS,H_SKILL,1,0.004148861137617724,0.0
277,2024,ANALYSE AND RESOLVE FUNCTIONAL ISSUES,H_SKILL,1,0.004148861137617724,0.0
278,2024,ANALYSE AND SOLVE PROBLEMS,H_SKILL,1,0.004148861137617724,0.0
279,2024,ANALYSE AND TROUBLESHOOT ANY PROBLEMS,H_SKILL,1,0.004148861137617724,0.0
280,2024,ANALYSE AUTOMATION SUITES,H_SKILL,1,0.004148861137617724,0.0
281,2024,ANALYSE BIG VOLUMES,H_SKILL,1,0.004148861137617724,0.0
282,2024,ANALYSE CABLES FOR THE SERVICE REQUIREMENTS,H_SKILL,1,0.004148861137617724,0.0
283,2024,ANALYSE COMPLEX ISSUES,H_SKILL,1,0.004148861137617724,0.0
284,2024,ANALYSE CUSTOMER NEEDS,H_SKILL,1,0.004148861137617724,0.0
285,2024,ANALYSE DESIGN OPTIONS,H_SKILL,1,0.004148861137617724,0.0
286,2024,ANALYSE GSUK ADVERTISING,H_SKILL,1,0.004148861137617724,0.0
287,2024,ANALYSE INFORMATION,H_SKILL,2,0.008297722275235448,0.0
288,2024,ANALYSE ISSUES,H_SKILL,3,0.012446583412853172,0.0
289,2024,ANALYSE LARGE,H_SKILL,1,0.004148861137617724,0.0
290,2024,ANALYSE LARGE VOLUMES,H_SKILL,1,0.004148861137617724,0.0
291,2024,ANALYSE MULTIPLE SOLUTIONS,H_SKILL,2,0.008297722275235448,0.0
292,2024,ANALYSE PARTIAL DISCHARGE DATA COLLECTED BY EA,LANG_FRAM,1,0.004148861137617724,0.0
293,2024,ANALYSE PROCESS,H_SKILL,1,0.004148861137617724,0.0
294,2024,ANALYSE PRODUCT PERFORMANCE,H_SKILL,1,0.004148861137617724,0.0
295,2024,ANALYSE REQUIREMENTS,H_SKILL,2,0.008297722275235448,0.0
296,2024,ANALYSE RESULTS,H_SKILL,5,0.020744305688088622,0.0
297,2024,ANALYSE SYSTEM LOGS,H_SKILL,1,0.004148861137617724,0.0
298,2024,ANALYSE SYSTEM SPECIFICATIONS,H_SKILL,1,0.004148861137617724,0.0
299,2024,ANALYSE TEST RESULTS,H_SKILL,1,0.004148861137617724,0.0
300,2024,ANALYSE THE CELL AND TISSUE MORPHOLOGY,H_SKILL,1,0.004148861137617724,0.0
301,2024,ANALYSE THE EFFECTS,H_SKILL,1,0.004148861137617724,0.0
302,2024,ANALYSE THE NETWORK TO,H_SKILL,1,0.004148861137617724,0.0
